rpt_month,rpt_day,occur_month,occur_day,occur_time,location,victims,day_of_week,crime,neighborhood
11,10,11,9,20,JONESBORO RD SE,1,Fri,AUTO THEFT,South River Gardens
11,10,11,10,9,FLAT SHOALS RD SE,1,Fri,LARCENY-NON VEHICLE,East Atlanta
11,10,11,10,8,PONCE DE LEON AVE NE,1,Fri,LARCENY-NON VEHICLE,Old Fourth Ward
11,10,11,9,22,COLLIER RD NW,2,Fri,LARCENY-FROM VEHICLE,Wildwood (NPU-C)
11,10,11,7,20,RALPH MCGILL BLVD NE,1,Unk,LARCENY-NON VEHICLE,Old Fourth Ward
11,10,11,10,9,CAROLINE ST NE @TARGET - CAROLINE,1,Fri,LARCENY-NON VEHICLE,Edgewood
11,10,11,10,9,MARIETTA ST NW,2,Fri,AUTO THEFT,Marietta Street Artery
11,10,11,9,20,SOMEO CT NE,1,Fri,LARCENY-NON VEHICLE,Lindridge/Martin Manor
11,10,11,9,15,RALPH D ABERNATHY BLVD SW,1,Fri,BURGLARY-NONRES,West End
11,9,11,9,0,FLORIDA AVE SW;,1,Thu,AGG ASSAULT,Florida Heights
11,9,11,8,13,UPPER ALABAMA ST,1,Wed,LARCENY-FROM VEHICLE,Downtown
11,9,11,8,23,TRABERT AVE NW,1,Thu,LARCENY-FROM VEHICLE,Loring Heights
11,9,11,9,2,JOSEPH E BOONE BLVD NW,1,Thu,LARCENY-NON VEHICLE,Grove Park
11,9,11,9,2,GREENBRIAR PKWY SW @GREENBRIAR VILLAGE,1,Thu,BURGLARY-NONRES,Greenbriar
11,9,11,9,3,SATURN DR NW,1,Thu,LARCENY-FROM VEHICLE,Carroll Heights
11,9,11,8,14,Headland Dr AVE Sw,1,Wed,AUTO THEFT,Greenbriar
11,9,11,8,17,DEKALB AVE SE,1,Thu,BURGLARY-NONRES,Inman Park
11,9,11,8,22,HUFF RD NW,1,Thu,LARCENY-FROM VEHICLE,Blandtown
11,9,11,5,15,STAFFORD ST NW,1,Unk,BURGLARY-RESIDENCE,Hunter Hills
11,9,11,9,8,10TH ST NW,1,Thu,AUTO THEFT,Home Park
11,9,11,8,19,LINDRIDGE WAY NE,1,Thu,LARCENY-FROM VEHICLE,Lindridge/Martin Manor
11,9,11,8,17,PHARR RD NE,1,Thu,BURGLARY-NONRES,East Lake
11,9,11,9,8,ARLINGTON AVE SW,1,Thu,LARCENY-FROM VEHICLE,Oakland City
11,9,11,8,22,LA FRANCE ST NE,1,Thu,LARCENY-FROM VEHICLE,Edgewood
11,9,11,9,9,BROAD ST SW,1,Thu,LARCENY-NON VEHICLE,Downtown
11,9,10,10,16,16TH ST NW @IKEA,1,Tue,LARCENY-NON VEHICLE,Atlantic Station
11,9,11,8,1,PEACHTREE RD NW,1,Wed,BURGLARY-NONRES,
11,9,11,8,9,COLLIER RD NW,1,Wed,AUTO THEFT,Wildwood (NPU-C)
11,9,11,9,8,VEDADO WAY NE,1,Thu,LARCENY-FROM VEHICLE,Midtown
11,9,11,9,9,CHATTAHOOCHEE AVE NW,1,Thu,LARCENY-FROM VEHICLE,Underwood Hills
11,9,11,8,22,MARIETTA ST NW,1,Wed,LARCENY-FROM VEHICLE,Marietta Street Artery
11,9,11,9,9,HOWELL MILL RD NW,1,Thu,LARCENY-FROM VEHICLE,Underwood Hills
11,9,11,8,20,PEACHTREE ROAD NE,1,Thu,LARCENY-FROM VEHICLE,Buckhead Forest
11,9,11,9,5,NATHAM DR SE,1,Thu,LARCENY-FROM VEHICLE,Rebel Valley Forest
11,9,11,9,11,DELANO DR NE,1,Thu,BURGLARY-RESIDENCE,Kirkwood
11,9,11,9,10,HUFF RD NW,3,Thu,LARCENY-FROM VEHICLE,Blandtown
11,9,11,9,11,W WHITEHALL ST SW,1,Thu,LARCENY-FROM VEHICLE,West End
11,9,11,9,8,PEACHTREE RD NE,1,Thu,LARCENY-FROM VEHICLE,Lenox
11,9,11,9,10,PEACHTREE ST NE,1,Thu,LARCENY-NON VEHICLE,Midtown
11,9,11,9,10,MARIETTA ST NW,1,Thu,LARCENY-FROM VEHICLE,Marietta Street Artery
11,9,11,8,22,MAGNOLIA WAY NW,1,Wed,LARCENY-NON VEHICLE,Vine City
11,9,9,20,19,N HIGHLAND AVE NE,1,Unk,LARCENY-NON VEHICLE,Inman Park
11,9,11,8,13, MARIETTA ST NW,1,Thu,LARCENY-FROM VEHICLE,Downtown
11,9,11,9,12,MCDANIEL ST SW,1,Thu,LARCENY-NON VEHICLE,Pittsburgh
11,9,11,7,14,NORTHSIDE DR NW,1,Wed,LARCENY-FROM VEHICLE,Berkeley Park
11,9,11,9,12,NORTHSIDE DR NW,1,Thu,AUTO THEFT,English Avenue
11,9,11,4,14,CUSHMAN CIR SW,1,Unk,BURGLARY-RESIDENCE,
11,9,11,9,10,BENNETT ST NW,1,Thu,LARCENY-NON VEHICLE,
11,9,11,9,10,GREENSFERRY AVE SW,1,Thu,BURGLARY-RESIDENCE,The Villages at Castleberry H
11,9,11,9,15,CELEBRATION DR SW,1,Thu,AUTO THEFT,Midwest Cascade
11,9,11,9,15,MARTIN L KING JR DR NW,1,Thu,LARCENY-NON VEHICLE,Vine City
11,9,11,8,12,SYLVAN RD SW,1,Thu,AUTO THEFT,Capitol View
11,9,11,9,16,MANGUM ST SW,1,Thu,LARCENY-NON VEHICLE,Castleberry Hill
11,9,11,9,0,HOWELL MILL RD NW,1,Thu,LARCENY-FROM VEHICLE,Channing Valley
11,9,10,15,8,DECATUR ST SE,2,Unk,BURGLARY-RESIDENCE,Sweet Auburn
11,9,11,9,15,16TH ST NW @IKEA,1,Thu,LARCENY-FROM VEHICLE,Atlantic Station
11,9,11,9,15,LAKEWOOD AVE SW,1,Thu,LARCENY-FROM VEHICLE,Lakewood Heights
11,9,11,9,16,MAIN ST NE,1,Thu,BURGLARY-RESIDENCE,Lindbergh/Morosgo
11,9,11,9,15,PEACHTREE RD NE,1,Thu,AUTO THEFT,Buckhead Forest
11,9,11,9,8,RAMBLING DR SW,1,Thu,BURGLARY-RESIDENCE,Sylvan Hills
11,9,11,9,17,PIEDMONT RD NE @TARGET - PIEDMONT,1,Thu,LARCENY-NON VEHICLE,Lindbergh/Morosgo
11,9,11,9,17,OAK ST SW,1,Thu,LARCENY-FROM VEHICLE,West End
11,9,11,9,15,AROUND LENOX DR NE @AROUND LENOX,2,Thu,LARCENY-FROM VEHICLE,Lenox
11,9,11,9,17,HEADLAND DRIVE SW,1,Thu,LARCENY-FROM VEHICLE,Greenbriar
11,9,11,9,18,HEADLAND DR SW @BIG LOTS - HEADLAND,2,Thu,LARCENY-FROM VEHICLE,Greenbriar
11,9,11,9,16,HOWELL MILL RD NW,1,Thu,LARCENY-FROM VEHICLE,Home Park
11,9,11,9,14,PEACHTREE ST NW,1,Thu,LARCENY-FROM VEHICLE,Brookwood
11,9,11,9,19,PRINCETON LAKES PKWY SW,1,Thu,LARCENY-FROM VEHICLE,Princeton Lakes
11,9,11,9,19,CAMPBELLTON RD SW,1,Thu,LARCENY-FROM VEHICLE,Southwest
11,9,11,9,16,PEACHTREE ST NE,1,Thu,LARCENY-FROM VEHICLE,Downtown
11,9,11,8,22,FORREST PARK RD SE,1,Thu,LARCENY-FROM VEHICLE,South River Gardens
11,9,10,30,13,SIDNEY MARCUS BLVD NE,1,Unk,LARCENY-FROM VEHICLE,Lindbergh/Morosgo
11,9,11,9,20,MARTIN L KING JR DR SW,1,Thu,LARCENY-FROM VEHICLE,Adamsville
11,9,11,9,22,CLEVELAND AVE SW,1,Thu,LARCENY-FROM VEHICLE,Browns Mill Park
11,9,11,9,21,PINEDALE DR NW,1,Thu,AUTO THEFT,Grove Park
11,9,11,9,22,RAMBLING DR SW,1,Thu,ROBBERY-PEDESTRIAN,Sylvan Hills
11,9,11,9,19,FAITH AVE SE,2,Thu,BURGLARY-RESIDENCE,Ormewood Park
11,9,11,9,22,OAKMONT DR NW,1,Thu,AGG ASSAULT,Dixie Hills
11,9,11,9,21,NORTH AVE NE,1,Thu,LARCENY-FROM VEHICLE,Old Fourth Ward
11,9,11,9,22,MARTIN L KING JR DR SW,1,Thu,LARCENY-NON VEHICLE,
11,9,11,9,22,CEDAR AVE NW,3,Thu,AGG ASSAULT,Center Hill
11,9,11,9,23,PONCE DE LEON AVE NE,3,Thu,LARCENY-FROM VEHICLE,Poncey-Highland
11,8,11,8,14,PEACHTREE RD NE @ONE BUCKHEAD LOOP,1,Wed,LARCENY-NON VEHICLE,North Buckhead
11,8,11,8,19,PEACHTREE RD NE @LENOX MALL,1,Wed,LARCENY-NON VEHICLE,Lenox
11,8,11,5,8,LINDBERGH DR NE,1,Sun,AUTO THEFT,Peachtree Hills
11,8,11,8,19,HOLLY DR SE,0,Wed,LARCENY-NON VEHICLE,Orchard Knob
11,8,11,7,20,HOWELL MILL RD NW,1,Tue,LARCENY-NON VEHICLE,Berkeley Park
11,8,11,8,20,CLEVELAND AVE SW,1,Wed,AGG ASSAULT,Hammond Park
11,8,11,8,21,PEACHTREE RD NE @LENOX MALL,1,Wed,LARCENY-NON VEHICLE,Lenox
11,8,11,8,21,MARTIN L KING JR DR SW,1,Wed,LARCENY-NON VEHICLE,Adamsville
11,8,11,8,21,FAIRFIELD PL,1,Wed,AGG ASSAULT,Dixie Hills
11,8,11,8,22,MONROE DR NE,1,Wed,BURGLARY-RESIDENCE,Piedmont Heights
11,8,11,8,20,13TH ST NE,6,Wed,LARCENY-FROM VEHICLE,Midtown
11,8,11,8,23,LAKESHORE XING NE,1,Wed,LARCENY-FROM VEHICLE,Lindridge/Martin Manor
11,8,11,8,22,PIEDMONT RD NE,1,Wed,LARCENY-FROM VEHICLE,Lindbergh/Morosgo
11,8,11,8,23,NORTHSIDE DR NW,1,Wed,AUTO THEFT,Loring Heights
11,8,11,7,22,W MARIETTA ST NW @METROPOINTE LOFTS,1,Tue,AGG ASSAULT,English Avenue
11,8,11,5,18,PEACHTREE RD NW,1,Sun,LARCENY-NON VEHICLE,Peachtree Heights West
11,8,11,8,0,ROCK ST NW,1,Wed,LARCENY-NON VEHICLE,Vine City
11,8,11,8,0,JUNIPER ST NE,1,Wed,LARCENY-NON VEHICLE,Midtown
11,8,11,7,22,PRYOR ST SW,1,Tue,AUTO THEFT,Mechanicsville
11,8,11,8,1,LAKEWOOD AVE SE,1,Wed,ROBBERY-PEDESTRIAN,Lakewood Heights
11,8,11,7,14,STOVALL ST SE,1,Tue,BURGLARY-RESIDENCE,Ormewood Park
11,8,11,8,1,JESSE HILL JR DR SE @GRADY MEMORIAL HOSP,0,Wed,LARCENY-NON VEHICLE,Downtown
11,8,11,8,2,DREW DR NW,1,Wed,LARCENY-FROM VEHICLE,West Highlands
11,8,11,8,5,GLENWOOD AVE SE,2,Wed,AGG ASSAULT,Grant Park
11,8,11,8,6,COURTLAND ST NE,1,Wed,ROBBERY-PEDESTRIAN,Downtown
11,8,11,7,23,FORREST PARK RD SE,1,Wed,LARCENY-FROM VEHICLE,South River Gardens
11,8,11,8,7,PEACHTREE ST NE,1,Wed,AGG ASSAULT,Downtown
11,8,11,8,7,NEW JERSEY AVE NW,1,Wed,AUTO THEFT,Grove Park
11,8,11,7,22,ZIMMER DR NE,1,Wed,LARCENY-FROM VEHICLE,Morningside/Lenox Park
11,8,11,7,19,MAIN ST NW,1,Wed,LARCENY-FROM VEHICLE,Riverside
11,8,11,7,18,BURBANK DR SW,1,Tue,BURGLARY-RESIDENCE,Hunter Hills
11,8,11,7,18,W PEACHTREE ST NW,2,Wed,BURGLARY-NONRES,Midtown
11,8,11,7,22,MCDANIEL ST SW,1,Wed,BURGLARY-RESIDENCE,Pittsburgh
11,8,11,8,9,EZRA CHURCH DR NW,1,Wed,ROBBERY-PEDESTRIAN,West Lake
11,8,11,7,18,PEACHTREE ST NW,2,Wed,LARCENY-NON VEHICLE,Downtown
11,8,11,8,10,JAMES JACKSON PKWY NW,1,Wed,LARCENY-NON VEHICLE,Riverside
11,8,11,8,5,EMILY PL NW,1,Wed,AUTO THEFT,Grove Park
11,8,11,8,10,CLEVELAND AVE SE,1,Wed,LARCENY-FROM VEHICLE,South River Gardens
11,8,11,8,10,PONCE DE LEON AVE NE,1,Wed,LARCENY-NON VEHICLE,Midtown
11,8,11,7,16,GRANT ST SE,1,Wed,BURGLARY-RESIDENCE,Chosewood Park
11,8,11,7,18,10TH ST NE,1,Tue,LARCENY-FROM VEHICLE,Midtown
11,8,11,8,11,PIEDMONT RD NE,1,Wed,LARCENY-NON VEHICLE,Lindbergh/Morosgo
11,8,11,8,11,PERRY BLVD NW,1,Wed,LARCENY-FROM VEHICLE,Scotts Crossing
11,8,11,8,11,LAKEWOOD AVE SE,1,Wed,LARCENY-NON VEHICLE,Lakewood Heights
11,8,11,8,11,BOLTON ROAD,1,Wed,LARCENY-FROM VEHICLE,Bolton
11,8,11,8,9,JAMES JACKSON PKWY NW,4,Wed,LARCENY-FROM VEHICLE,Whittier Mill Village
11,8,11,7,13,ARMSTEAD PL NW,0,Tue,LARCENY-NON VEHICLE,Midtown
11,8,11,8,2,CANDLER ST NE,1,Wed,LARCENY-NON VEHICLE,Candler Park
11,8,11,8,12,HOWELL MILL RD NW,1,Wed,LARCENY-NON VEHICLE,Berkeley Park
11,8,11,8,11,MCDANIEL ST SW,1,Wed,BURGLARY-RESIDENCE,The Villages at Castleberry H
11,8,10,22,0,HOSEA L WILLIAMS DR,1,Unk,LARCENY-FROM VEHICLE,Kirkwood
11,8,11,8,11,LIBERTY PKWY NW,1,Wed,LARCENY-FROM VEHICLE,Bolton
11,8,11,8,11,MIAMI CIR NE,1,Wed,LARCENY-NON VEHICLE,Lindbergh/Morosgo
11,8,11,8,13,JONESBORO RD,1,Wed,LARCENY-FROM VEHICLE,Blair Villa/Poole Creek
11,8,11,8,12,LORENZO DR SW,1,Wed,BURGLARY-RESIDENCE,Venetian Hills
11,8,11,8,14,CARMIA DR SW,1,Wed,LARCENY-FROM VEHICLE,Princeton Lakes
11,8,11,6,1,CAMPBELLTON RD SW,1,Unk,LARCENY-FROM VEHICLE,Southwest
11,8,11,8,14,LAKEWOOD AVE SE,2,Wed,ROBBERY-COMMERCIAL,Lakewood Heights
11,8,10,22,13,10TH ST NE,1,Unk,LARCENY-NON VEHICLE,Midtown
11,8,11,8,13,GLENN ST SW,1,Wed,LARCENY-NON VEHICLE,Mechanicsville
11,8,11,8,5,BOULEVARD NE,1,Wed,LARCENY-FROM VEHICLE,Old Fourth Ward
11,8,11,8,13,PEACHTREE CENTER AVE,1,Wed,LARCENY-NON VEHICLE,Downtown
11,8,11,8,14,CLEVELAND AVE SW,1,Wed,LARCENY-FROM VEHICLE,Perkerson
11,8,10,25,14,EPWORTH ST SW,1,Unk,BURGLARY-RESIDENCE,Oakland City
11,8,11,8,15,JOSEPH E LOWERY BLVD SW,1,Wed,LARCENY-NON VEHICLE,West End
11,8,11,8,9,MARIETTA BLVD NW,1,Wed,LARCENY-FROM VEHICLE,Hills Park
11,8,11,8,15,PRINCETON LAKES WAY SW,1,Wed,LARCENY-FROM VEHICLE,Princeton Lakes
11,8,11,8,12,MCDANIEL ST SW,1,Wed,BURGLARY-RESIDENCE,The Villages at Castleberry H
11,8,11,4,22,SEWANEE AVE NW,1,Unk,LARCENY-NON VEHICLE,Dixie Hills
11,8,11,8,15,PEACHTREE ST SE,1,Wed,LARCENY-FROM VEHICLE,Downtown
11,8,11,8,15,CAROLINE ST NE,1,Wed,LARCENY-NON VEHICLE,Edgewood
11,8,11,8,6,ROBERTS DR SE,1,Wed,BURGLARY-RESIDENCE,Chosewood Park
11,8,11,8,12,MEMORIAL DR SE,1,Wed,LARCENY-NON VEHICLE,Grant Park
11,8,11,8,8,KIRKWOOD RD NE,2,Wed,BURGLARY-RESIDENCE,Kirkwood
11,8,10,31,13,CASCADE RD SW,1,Unk,BURGLARY-NONRES,Cascade Avenue/Road
11,8,11,5,17,PEEPLES ST SW,1,Unk,BURGLARY-RESIDENCE,Oakland City
11,8,11,8,16,19TH ST NW,1,Wed,LARCENY-NON VEHICLE,Atlantic Station
11,8,11,8,8,DECATUR ST SE,2,Wed,LARCENY-FROM VEHICLE,Sweet Auburn
11,8,11,8,17,GREENBRIAR PKWY SW @GREENBRIAR VILLAGE,2,Wed,LARCENY-FROM VEHICLE,Greenbriar
11,8,11,8,17,JONES AVE NW,1,Wed,AGG ASSAULT,Grove Park
11,8,11,4,20,PEACHTREE ST NW,1,Unk,BURGLARY-NONRES,Midtown
11,8,11,7,21,MEADOR AVE SE,1,Wed,LARCENY-FROM VEHICLE,Lakewood Heights
11,8,11,8,12,GLENWOOD AVE SE,1,Wed,LARCENY-NON VEHICLE,Grant Park
11,8,11,8,17,HEADLAND DR SW,2,Wed,LARCENY-FROM VEHICLE,Greenbriar
11,8,11,8,17,PEACTREE RD LENOX MALL,1,Wed,LARCENY-NON VEHICLE,Lenox
11,8,11,8,18,HEADLAND DR SW,1,Wed,LARCENY-FROM VEHICLE,Greenbriar
11,8,11,6,0,UNIVERSITY AVE SW,1,Mon,LARCENY-FROM VEHICLE,Pittsburgh
11,7,11,6,15,CHATTAHOOCHEE AVE NW,1,Mon,LARCENY-FROM VEHICLE,Underwood Hills
11,7,11,7,0,METROPOLITAN PKWY SW,2,Tue,LARCENY-FROM VEHICLE,Sylvan Hills
11,7,11,7,0,BRADLEY ST SE,1,Tue,ROBBERY-PEDESTRIAN,Old Fourth Ward
11,7,11,7,2,BOULEVARD NE,1,Tue,LARCENY-FROM VEHICLE,Old Fourth Ward
11,7,11,7,2,Greenbriar Parkway,1,Tue,BURGLARY-NONRES,Greenbriar
11,7,11,7,4,PIEDMONT RD NE,1,Tue,ROBBERY-PEDESTRIAN,Peachtree Park
11,7,11,7,2,GREENBRIAR PKWY,1,Tue,BURGLARY-NONRES,Greenbriar
11,7,11,7,5,HEADLAND DR SW,1,Tue,BURGLARY-NONRES,Greenbriar
11,7,11,6,22,HUFF RD NW,2,Tue,LARCENY-FROM VEHICLE,Blandtown
11,7,11,6,19,SOUTHWOOD CIR SW,1,Tue,LARCENY-FROM VEHICLE,Ben Hill Terrace
11,7,11,6,18,LENOX RD NE,1,Tue,LARCENY-NON VEHICLE,Lindridge/Martin Manor
11,7,11,6,19,W CONWAY DR NW,1,Tue,LARCENY-FROM VEHICLE,Mt. Paran/Northside
11,7,11,7,8,WESLEY AVE NE,1,Tue,LARCENY-FROM VEHICLE,Edgewood
11,7,11,6,21,MOURY AVE SW,1,Tue,LARCENY-FROM VEHICLE,The Villages at Carver
11,7,11,6,23,ROSWELL RD NE,1,Mon,BURGLARY-NONRES,Buckhead Forest
11,7,11,7,7,MARIETTA BLVD NW,1,Tue,LARCENY-FROM VEHICLE,Hills Park
11,7,11,6,19,UNIVERSITY DR NE,1,Tue,LARCENY-FROM VEHICLE,
11,7,11,7,8,CLEVELAND AVE SW,1,Tue,LARCENY-FROM VEHICLE,Perkerson
11,7,11,7,9,DONALD LEE HOLLOWELL PKWY NW,1,Tue,AUTO THEFT,Center Hill
11,7,11,7,8,MARTIN L KING JR DR NW,1,Tue,LARCENY-NON VEHICLE,Vine City
11,7,11,6,21,CONTINENTAL COLONY,1,Tue,BURGLARY-NONRES,Greenbriar
11,7,11,7,9,CAROLINE ST NE @TARGET - CAROLINE,1,Tue,LARCENY-NON VEHICLE,Edgewood
11,7,11,6,10,MCDANIEL ST SW,1,Mon,AUTO THEFT,Pittsburgh
11,7,11,7,10,RALPH D ABERNATHY BLVD SW,1,Tue,LARCENY-NON VEHICLE,Mechanicsville
11,7,11,7,10,HOPE ST SW,1,Tue,LARCENY-FROM VEHICLE,Pittsburgh
11,7,11,7,10,MAGNOLIA WAY NW,1,Tue,AGG ASSAULT,Vine City
11,7,11,3,12,14TH ST NE,1,Fri,LARCENY-NON VEHICLE,Midtown
11,7,11,7,11,METROPOLITAN PKWY SW,2,Tue,LARCENY-FROM VEHICLE,Adair Park
11,7,11,6,17,CORLEY ST NE,1,Tue,BURGLARY-RESIDENCE,Old Fourth Ward
11,7,11,7,10,ORMEWOOD TER SE,2,Tue,BURGLARY-RESIDENCE,Ormewood Park
11,7,11,7,12,PEACHTREE RD NE @ETHAN ALLEN - PEACHTREE,1,Tue,LARCENY-NON VEHICLE,Lenox
11,7,11,7,13,LAKE VALLEY RD,1,Tue,BURGLARY-RESIDENCE,Carroll Heights
11,7,11,7,13,UNIVERSITY AVE SW,1,Tue,LARCENY-FROM VEHICLE,Pittsburgh
11,7,11,6,12,MONROE DR NE,1,Mon,LARCENY-FROM VEHICLE,Piedmont Heights
11,7,11,7,13,PEACHTREE RD NE @Multiple,1,Tue,LARCENY-NON VEHICLE,Lenox
11,7,11,7,13,CHATTAHOOCHEE AVE NW,1,Tue,LARCENY-FROM VEHICLE,Blandtown
11,7,11,7,13,STOVALL ST SE,1,Tue,LARCENY-FROM VEHICLE,Reynoldstown
11,7,11,7,4,PARK AVE SE,1,Tue,LARCENY-NON VEHICLE,Grant Park
11,7,11,6,20,VANNOY PARK LN SE,1,Tue,LARCENY-FROM VEHICLE,Edgewood
11,7,11,6,22,MARIETTA ST NW,1,Tue,BURGLARY-NONRES,Downtown
11,7,11,7,13,PIEDMONT AVE NE,1,Tue,LARCENY-FROM VEHICLE,Piedmont Heights
11,7,11,7,14,HOWELL MILL RD NW,1,Tue,LARCENY-NON VEHICLE,Home Park
11,7,11,3,10,CLIFTON RD NE,2,Unk,LARCENY-NON VEHICLE,Candler Park
11,7,11,7,14,PEACHTREE RD,1,Tue,LARCENY-NON VEHICLE,Lenox
11,7,11,6,0,WELLS ST SW,1,Mon,LARCENY-NON VEHICLE,Mechanicsville
11,7,11,7,12,PEACHTREE ST NW,3,Tue,LARCENY-FROM VEHICLE,Downtown
11,7,11,7,15,PEACHTREE RD NE,1,Tue,LARCENY-NON VEHICLE,Lenox
11,7,11,7,11,BALDWIN ST SW,2,Tue,BURGLARY-RESIDENCE,Ashview Heights
11,7,11,7,16,PIEDMONT RD NE @HOME DEPOT,1,Tue,LARCENY-NON VEHICLE,Lindbergh/Morosgo
11,7,11,7,0,ANDREWS CT NW,1,Tue,LARCENY-FROM VEHICLE,Peachtree Heights West
11,7,11,7,16,PEACHTREE RD NE,1,Tue,LARCENY-NON VEHICLE,Lenox
11,7,11,7,8,PEACHTREE ST NE,1,Unk,LARCENY-NON VEHICLE,Midtown
11,7,11,5,22,WINTON TER NE,1,Unk,LARCENY-FROM VEHICLE,Old Fourth Ward
11,7,11,7,17,MARTIN L KING JR DR SW @ADAMSVILLE-COLLIER H,1,Tue,LARCENY-FROM VEHICLE,Adamsville
11,7,11,7,17,FENNEL WAY SW,1,Tue,LARCENY-FROM VEHICLE,Wilson Mill Meadows
11,7,11,7,17,RENAISSANCE PKWY NE @CENTRAL PARK,2,Tue,LARCENY-NON VEHICLE,Old Fourth Ward
11,7,11,7,17,CAMPBELLTON RD SW,2,Tue,AGG ASSAULT,Venetian Hills
11,7,11,7,16,LARKIN ST SW,1,Tue,LARCENY-FROM VEHICLE,Atlanta University Center
11,7,11,7,18,FORREST PARK RD SE,1,Tue,AGG ASSAULT,South River Gardens
11,7,11,7,15,PEACHTREE RD NE,1,Tue,LARCENY-NON VEHICLE,North Buckhead
11,7,11,7,13,HUFF RD NW,1,Tue,LARCENY-NON VEHICLE,Blandtown
11,7,11,7,18,VAN VLECK AVE SE,1,Tue,BURGLARY-RESIDENCE,East Atlanta
11,7,11,7,18,LEGACY DR SW,1,Tue,AGG ASSAULT,Harris Chiles
11,7,11,7,18,CHESHIRE BRIDGE RD NE,1,Tue,LARCENY-FROM VEHICLE,Lindridge/Martin Manor
11,7,11,7,17,LAKESHORE CIR NE,2,Tue,LARCENY-FROM VEHICLE,Lindridge/Martin Manor
11,7,11,7,18,CHESHIRE BRIDGE RD NE,1,Tue,LARCENY-FROM VEHICLE,Morningside/Lenox Park
11,7,11,7,8,COURTLAND ST NE @SHERATON ATLANTA,1,Tue,LARCENY-FROM VEHICLE,Downtown
11,7,11,7,18,HOWELL MILL RD NW,1,Tue,LARCENY-FROM VEHICLE,Blandtown
11,7,11,7,19,BISHOP ST NW,1,Tue,LARCENY-FROM VEHICLE,Loring Heights
11,7,10,28,20,FAIRBURN RD SW,1,Sat,RAPE,Ben Hill
11,7,11,7,19,PLAINVILLE TRL SW,1,Tue,ROBBERY-RESIDENCE,Wildwood (NPU-H)
11,7,11,7,19,MOROSGO DR NE,2,Tue,ROBBERY-PEDESTRIAN,Lindbergh/Morosgo
11,7,11,7,19,JOHN WESLEY DOBBS AVE NE @BELTLINE BUSINESS,1,Tue,LARCENY-NON VEHICLE,Old Fourth Ward
11,7,11,7,19,HOWELL MILL RD NW,1,Tue,LARCENY-FROM VEHICLE,Home Park
11,7,11,7,20,WILLOUGHBY WAY NE @HISTORIC 4TH WARD PK,1,Tue,AGG ASSAULT,Old Fourth Ward
11,7,11,7,17,CAROLINE ST NE @TARGET - CAROLINE,1,Tue,LARCENY-NON VEHICLE,Edgewood
11,7,11,7,17,DECATUR ST SE,1,Tue,LARCENY-FROM VEHICLE,Sweet Auburn
11,7,11,7,19,EDGEWOOD AVE,1,Tue,LARCENY-FROM VEHICLE,Inman Park
11,7,11,7,20,PEACHTREE RD NE,1,Tue,LARCENY-NON VEHICLE,North Buckhead
11,7,11,7,20,E ANDREWS DR NW,1,Tue,LARCENY-FROM VEHICLE,South Tuxedo Park
11,7,11,7,18,MIAMI CIR NE,1,Tue,LARCENY-FROM VEHICLE,Lindbergh/Morosgo
11,7,11,7,20,JONESBORO RD SE,1,Tue,AGG ASSAULT,Leila Valley
11,7,11,7,21,NORTHSIDE DR SW,2,Tue,ROBBERY-PEDESTRIAN,Castleberry Hill
11,7,11,7,21,CAMPBELLTON RD SW,1,Tue,BURGLARY-RESIDENCE,Campbellton Road
11,7,11,7,21,ENOTA PL SW,1,Tue,AGG ASSAULT,Westview
11,7,11,7,20,VANIRA AVE SE,2,Tue,LARCENY-FROM VEHICLE,Peoplestown
11,7,11,7,19,AUSTIN AVE NE,2,Tue,LARCENY-FROM VEHICLE,Inman Park
11,7,11,7,22,RALPH D ABERNATHY BLVD SW,1,Tue,LARCENY-NON VEHICLE,Mechanicsville
11,7,11,7,19,PEACHTREE CENTER AVENUE,2,Tue,LARCENY-FROM VEHICLE,Downtown
11,7,11,7,22,BAKER ST NE,1,Tue,LARCENY-NON VEHICLE,Downtown
11,7,11,7,13,14TH ST NE,2,Tue,LARCENY-FROM VEHICLE,Midtown
11,7,11,7,23,PACES FERRY PL NW,1,Tue,BURGLARY-NONRES,South Tuxedo Park
11,6,11,6,0,PEACHTREE ST NE,1,Mon,AUTO THEFT,Midtown
11,6,11,5,21,13TH ST NE,1,Sun,LARCENY-FROM VEHICLE,Midtown
11,6,11,6,3,JOSEPH E BOONE BLVD NW,1,Mon,AGG ASSAULT,Dixie Hills
11,6,11,6,4,FLAT SHOALS RD SE,1,Mon,AUTO THEFT,East Atlanta
11,6,11,6,6,CAROLINE ST NE @TARGET - CAROLINE,1,Mon,LARCENY-FROM VEHICLE,Edgewood
11,6,11,5,22,COURTLAND ST NE,1,Mon,BURGLARY-RESIDENCE,Downtown
11,6,11,5,21,MARIETTA ST NW,2,Mon,LARCENY-FROM VEHICLE,Downtown
11,6,11,6,7,PIEDMONT AVE NE,1,Mon,AUTO THEFT,Midtown
11,6,11,6,5,PETERS ST SW,1,Mon,BURGLARY-NONRES,Castleberry Hill
11,6,11,5,18,BELLVIEW AVE NW,1,Mon,LARCENY-FROM VEHICLE,Center Hill
11,6,11,5,17,MORAY ST SW;,1,Mon,AUTO THEFT,Venetian Hills
11,6,11,6,7,MORELAND AVE SE,1,Mon,LARCENY-FROM VEHICLE,Reynoldstown
