rpt_month,rpt_day,occur_month,occur_day,occur_time,location,victims,day_of_week,crime,neighborhood
3,26,3,26,11,MILTON AVE SE,1,Sun,LARCENY-FROM VEHICLE,Peoplestown
3,26,3,25,23,OLYMPIAN CIR SW,1,Sun,LARCENY-NON VEHICLE,Westview
3,26,3,22,0,PIEDMONT AVE NE @PIEDMONT PARK,1,Unk,LARCENY-NON VEHICLE,Midtown
3,26,3,26,12,MILLS ST,2,Sun,LARCENY-FROM VEHICLE,Downtown
3,26,3,24,0,WESLEY ST ST,1,Unk,LARCENY-FROM VEHICLE,Edgewood
3,26,3,26,13,JUNIPER ST NE,2,Sun,ROBBERY-PEDESTRIAN,Midtown
3,26,3,25,11,FULTON ST SW,1,Sat,AUTO THEFT,Mechanicsville
3,26,3,25,19,PIEDMONT AVE NE,1,Sun,LARCENY-FROM VEHICLE,Midtown
3,26,3,26,12,PEACHTREE ST NE,1,Sun,LARCENY-FROM VEHICLE,Midtown
3,26,3,25,21,HAYGOOD AVE SE,1,Sat,AGG ASSAULT,Peoplestown
3,26,3,25,14,CAPITOL AVE SE,1,Sat,LARCENY-NON VEHICLE,Summerhill
3,26,3,26,1,ELEANOR TER NW,1,Sun,LARCENY-FROM VEHICLE,Collier Heights
3,26,3,26,1,BALDWIN ST SW,1,Sun,AUTO THEFT,Ashview Heights
3,26,3,26,1,BOULEVARD SE,1,Sun,AGG ASSAULT,Grant Park
3,26,3,26,2,BAKER RD NW,3,Sun,ROBBERY-PEDESTRIAN,Center Hill
3,26,3,26,2,HEADLAND DR SW,1,Sun,BURGLARY-NONRES,Greenbriar
3,26,3,25,11,MOZLEY PL SW,1,Sat,AGG ASSAULT,Mozley Park
3,25,3,24,19,CAMPBELLTON RD SW,1,Sat,BURGLARY-NONRES,Southwest
3,25,3,25,1,PEACHTREE RD NE,1,Sat,LARCENY-FROM VEHICLE,Buckhead Village
3,25,3,25,12,PIEDMONT AVE NE,1,Sat,LARCENY-FROM VEHICLE,Piedmont Heights
3,25,3,24,23,SAINT CHARLES AVE NE,1,Sat,LARCENY-NON VEHICLE,Midtown
3,25,3,25,11,PEACHTREE ST NE,3,Sat,LARCENY-FROM VEHICLE,Midtown
3,25,3,24,15,Greenbriar Pkwy SW,1,Sat,LARCENY-NON VEHICLE,Greenbriar
3,25,3,24,22,GRANT ST SE,1,Sat,AUTO THEFT,Grant Park
3,25,3,25,14,ADAMSVILLE DR SW,1,Sat,ROBBERY-PEDESTRIAN,Baker Hills
3,25,3,22,13,PEACHTREE RD NE,1,Wed,LARCENY-NON VEHICLE,Buckhead Forest
3,25,3,25,3,I-WB EXPY NW / I-SB EXPY NW,1,Sat,LARCENY-FROM VEHICLE,Fairburn Heights
3,25,3,7,8,COMMONWEALTH AVE SE,1,Unk,BURGLARY-RESIDENCE,Grant Park
3,25,3,25,17,CAMPBELLTON RD SW,1,Sat,LARCENY-NON VEHICLE,Venetian Hills
3,25,3,25,17,CAROLINE ST NE,1,Sat,LARCENY-NON VEHICLE,Edgewood
3,25,3,24,23,DELAWARE AVE SE,1,Sat,LARCENY-FROM VEHICLE,Ormewood Park
3,25,3,25,13,PARSONS ST SW,1,Sat,LARCENY-FROM VEHICLE,Atlanta University Center
3,25,3,25,18,COLLIER RD NW,1,Sat,ROBBERY-PEDESTRIAN,Collier Hills
3,25,3,25,18,MARTIN L KING JR DR SW,1,Sat,AUTO THEFT,Harland Terrace
3,25,3,25,15,W. PEACHTREE ST. NW,1,Sat,LARCENY-NON VEHICLE,Midtown
3,25,3,25,18,GREENBRIAR PKWY SW,3,Sat,AUTO THEFT,
3,25,3,25,19,BUTLER WAY NW,1,Sat,AUTO THEFT,Whittier Mill Village
3,25,3,25,18,WASHITA AVE,2,Sat,LARCENY-FROM VEHICLE,Inman Park
3,25,3,25,19,MORELAND AVE NE,1,Sat,LARCENY-NON VEHICLE,Inman Park
3,25,3,25,19,FLAT SHOALS AVE SE,1,Sat,LARCENY-FROM VEHICLE,East Atlanta
3,25,3,25,19,ADAIR AVE SE,1,Sat,LARCENY-NON VEHICLE,Lakewood Heights
3,25,3,25,6,OAK DR SE,1,Sat,AUTO THEFT,Glenrose Heights
3,25,3,25,1,LENA ST NW,1,Sat,LARCENY-FROM VEHICLE,Washington Park
3,25,3,25,18,CALLAWAY CT NW,1,Sat,LARCENY-FROM VEHICLE,Whittier Mill Village
3,25,3,25,21,ALLENDALE DR SE,2,Sat,ROBBERY-PEDESTRIAN,East Lake
3,25,3,25,21,MEMORIAL DR SE,1,Sat,ROBBERY-PEDESTRIAN,East Lake
3,25,3,25,22,MARTIN L KING JR DR SW,1,Sat,AGG ASSAULT,Harland Terrace
3,25,3,25,22,S GORDON ST SW,1,Sat,ROBBERY-PEDESTRIAN,Westview
3,25,3,25,17,OMAHA RD SW,1,Sat,BURGLARY-RESIDENCE,Arlington Estates
3,25,3,25,23,TYE ST SE,1,Sat,AUTO THEFT,Cabbagetown
3,25,3,25,0, MEMORIAL DR SE,1,Sat,AUTO THEFT,East Lake
3,25,3,24,9,HANSELL ST SE,1,Fri,BURGLARY-RESIDENCE,Grant Park
3,25,3,24,22,BOULEVARD NE,1,Fri,AGG ASSAULT,Old Fourth Ward
3,25,3,25,0,IVAN ALLEN JR BLVD,1,Sat,AUTO THEFT,Downtown
3,25,3,25,0,STANTON RD SW,1,Sat,AUTO THEFT,
3,25,3,25,1,HAMILTON E HOLMES DR NW,1,Sat,AGG ASSAULT,Florida Heights
3,25,3,24,22,PIEDMONT RD NE,1,Fri,LARCENY-FROM VEHICLE,North Buckhead
3,25,3,25,2,W PACES FERRY RD. NW,1,Sat,LARCENY-FROM VEHICLE,South Tuxedo Park
3,25,3,25,4,HAMILTON E HOLMES DR NW,1,Sat,ROBBERY-PEDESTRIAN,Center Hill
3,25,3,24,9,TRABERT AVE NW,1,Fri,LARCENY-FROM VEHICLE,Loring Heights
3,25,3,25,3,MOROSGO WAY,1,Sat,LARCENY-FROM VEHICLE,Lindbergh/Morosgo
3,25,3,25,6,MARTIN LUTHER KING JR DR SW,1,Sat,AUTO THEFT,Mozley Park
3,25,3,24,22,PEACHTREE ST NE,1,Fri,LARCENY-NON VEHICLE,Downtown
3,25,3,24,23,HIGHLAND VW NE,1,Sat,AUTO THEFT,Virginia Highland
3,25,3,21,12,FOSTER ST NW,1,Unk,BURGLARY-NONRES,Blandtown
3,25,3,24,8,QUEEN ST SW,2,Fri,LARCENY-FROM VEHICLE,West End
3,25,3,24,21,MIDWAY ST SE,1,Fri,LARCENY-NON VEHICLE,Leila Valley
3,25,3,25,9,RALPH D ABERNATHY BLVD SW,2,Sat,ROBBERY-PEDESTRIAN,West End
3,25,3,22,17,OGLETHORPE AVE SW,1,Wed,LARCENY-NON VEHICLE,West End
3,25,3,24,23,MCDONOUGH BLVD SE,1,Sat,LARCENY-NON VEHICLE,South Atlanta
3,25,3,25,5,W PEACHTREE ST NW,2,Sat,LARCENY-NON VEHICLE,Downtown
3,25,3,25,9,JOHNSON RD NE,1,Sat,LARCENY-FROM VEHICLE,Morningside/Lenox Park
3,25,3,25,11,METROPOLITAN PKWY SW,2,Sat,LARCENY-NON VEHICLE,Perkerson
3,25,3,25,4,BIRCH ST SW,,Sat,HOMICIDE,Sylvan Hills
3,24,3,22,17,FORREST PARK RD SE,1,Unk,BURGLARY-RESIDENCE,South River Gardens
3,24,3,24,2,HOLLYWOOD RD NW,1,Fri,AUTO THEFT,Grove Park
3,24,3,23,15,NORTHSIDE DR NW,1,Fri,LARCENY-FROM VEHICLE,Berkeley Park
3,24,3,24,5,WYLIE ST SE,1,Fri,BURGLARY-NONRES,Cabbagetown
3,24,3,23,10,LONGLEAF DR NE,1,Thu,LARCENY-NON VEHICLE,North Buckhead
3,24,3,23,21,N OLYMPIAN WAY SW,1,Fri,AUTO THEFT,Westview
3,24,3,23,20,CARROLL DR NW,3,Fri,LARCENY-FROM VEHICLE,Hills Park
3,24,3,24,7,HOWELL MILL RD NW,1,Fri,AUTO THEFT,Underwood Hills
3,24,3,23,14,PEACHTREE BATTLE AVE NW,1,Thu,BURGLARY-RESIDENCE,Wesley Battle
3,24,3,24,8,NORTH AVE NW,1,Fri,BURGLARY-RESIDENCE,Grove Park
3,24,3,24,8,JOSEPH E BOONE BLVD NW,1,Fri,LARCENY-NON VEHICLE,Bankhead
3,24,3,23,18,PEACHTREE RD NW,1,Fri,LARCENY-NON VEHICLE,Peachtree Heights West
3,24,3,19,19,PIEDMONT RD NE,1,Unk,LARCENY-FROM VEHICLE,Morningside/Lenox Park
3,24,3,24,6,BRIDGEWATER ST SW,1,Fri,AUTO THEFT,Sylvan Hills
3,24,3,24,10,CLEVELAND AVE SE,1,Fri,LARCENY-FROM VEHICLE,Glenrose Heights
3,24,3,24,2,JACKSON ST NE,1,Fri,LARCENY-FROM VEHICLE,Sweet Auburn
3,24,3,7,0,CLOVER ST SW,1,Tue,LARCENY-FROM VEHICLE,Westwood Terrace
3,24,3,24,3,LEE ST SW,1,Fri,LARCENY-NON VEHICLE,Oakland City
3,24,3,24,11,ALABAMA ST SW,1,Fri,AGG ASSAULT,Downtown
3,24,3,24,11,MARTIN L KING JR DR NW,1,Fri,LARCENY-NON VEHICLE,Vine City
3,24,3,24,11,ALISON CT SW,1,Fri,AGG ASSAULT,Campbellton Road
3,24,3,24,11,11TH STREET,3,Fri,AGG ASSAULT,Midtown
3,24,3,24,12,PARK AVENUE WEST NW @CENTENNIAL PARK WEST,1,Fri,AGG ASSAULT,Downtown
3,24,3,24,13,TANNER ST NE,1,Fri,ROBBERY-PEDESTRIAN,Sweet Auburn
3,24,3,24,13,JACKSON ST NE,1,Fri,AGG ASSAULT,Sweet Auburn
3,24,3,24,13,FAIRBURN RD SW,1,Fri,BURGLARY-RESIDENCE,Fairburn Mays
3,24,3,24,13,BAYBERRY DR SW,1,Fri,LARCENY-NON VEHICLE,Venetian Hills
3,24,3,24,13,SYLVAN PL SW,1,Fri,LARCENY-NON VEHICLE,Sylvan Hills
3,24,3,23,19,MOORES MILL RD NW,1,Fri,LARCENY-NON VEHICLE,Brandon
3,24,3,23,21,ELLSWORTH INDUSTRIAL BLVD NW,1,Thu,LARCENY-FROM VEHICLE,Blandtown
3,24,3,22,20,MEMORIAL DR SE,1,Thu,LARCENY-FROM VEHICLE,Reynoldstown
3,24,3,22,18,IRA ST SW,1,Thu,LARCENY-NON VEHICLE,Mechanicsville
3,24,3,19,12,CONSTITUTION RD,1,Sun,AGG ASSAULT,Norwood Manor
3,24,3,24,14,PEACHTREE ST SW,1,Fri,ROBBERY-PEDESTRIAN,Downtown
3,24,3,21,7,EDGEWOOD AVE NE,1,Unk,LARCENY-FROM VEHICLE,Sweet Auburn
3,24,3,24,15,CAMPBELLTON RD SW,1,Fri,AGG ASSAULT,Campbellton Road
3,24,3,24,16,CAROLINE ST NE,1,Fri,LARCENY-NON VEHICLE,Edgewood
3,24,3,24,16,GARTRELL ST SE,1,Fri,AGG ASSAULT,Sweet Auburn
3,24,3,24,13,HUMPHRIES ST SW,1,Fri,BURGLARY-RESIDENCE,Mechanicsville
3,24,3,24,16,DONALD LEE HOLLOWELL PKWY NW,1,Fri,LARCENY-NON VEHICLE,Center Hill
3,24,3,24,13,FAIR ST SW,1,Fri,LARCENY-FROM VEHICLE,Ashview Heights
3,24,3,24,15,PEACHTREE ST NE,1,Fri,LARCENY-FROM VEHICLE,Midtown
3,24,3,24,8,BATTERY PL NE,1,Fri,BURGLARY-RESIDENCE,Inman Park
3,24,3,22,17,PROCTOR ST NW,1,Unk,BURGLARY-RESIDENCE,English Avenue
3,24,3,24,16,3RD ST NW,1,Fri,LARCENY-FROM VEHICLE,Marietta Street Artery
3,24,3,24,17,FAIRBURN RD SW,1,Fri,BURGLARY-RESIDENCE,Fairburn Mays
3,24,3,24,16,GLENWOOD AVE SE,2,Fri,BURGLARY-RESIDENCE,Ormewood Park
3,24,3,24,13,FAITH AVE SE,1,Fri,BURGLARY-RESIDENCE,Ormewood Park
3,24,3,24,18,ROSWELL ST SW,2,Fri,AGG ASSAULT,Fairburn
3,24,3,24,11,NORTH AVE NE @SAVANNAH MIDTOWN,1,Fri,LARCENY-FROM VEHICLE,Old Fourth Ward
3,24,3,23,22,SW FORSYTH ST SW,1,Fri,LARCENY-NON VEHICLE,Midtown
3,24,3,24,17,10TH ST NE,2,Fri,LARCENY-FROM VEHICLE,Midtown
3,24,3,24,19,NORTHSIDE DR NW,2,Fri,ROBBERY-PEDESTRIAN,Loring Heights
3,24,3,24,18,10TH ST NE @BELTLINE BUSINESS,1,Fri,LARCENY-FROM VEHICLE,
3,24,3,24,16,VIRGINIA AVE NE,1,Fri,LARCENY-FROM VEHICLE,Virginia Highland
3,24,3,24,20,FORSYTH ST NW,1,Fri,LARCENY-NON VEHICLE,Downtown
3,24,3,24,12,FAIRBURN RD SW,1,Fri,LARCENY-NON VEHICLE,Fairburn Mays
3,24,3,24,9,MIDDELTON RD,2,Fri,AGG ASSAULT,
3,24,3,24,21,PARKWAY DR NE,1,Fri,AGG ASSAULT,Old Fourth Ward
3,24,3,24,22,CLEVELAND AVE SW,1,Fri,AUTO THEFT,Perkerson
3,24,3,24,22,TUPELO ST SE,1,Fri,ROBBERY-PEDESTRIAN,East Lake
3,24,3,24,22,CAHABA DR SW,2,Fri,LARCENY-FROM VEHICLE,Venetian Hills
3,24,3,24,23,ABNER TER NW,1,Fri,AGG ASSAULT,Carver Hills
3,24,3,24,12,NORTHSIDE CIR NW,1,Fri,BURGLARY-RESIDENCE,Loring Heights
3,24,2,3,18,SOUTH TERMINAL PKWY,1,Fri,LARCENY-NON VEHICLE,
3,23,3,23,0,RENAISSANCE PKWY,1,Thu,ROBBERY-PEDESTRIAN,Old Fourth Ward
3,23,3,22,20,BELLVIEW AVE NW,1,Wed,LARCENY-FROM VEHICLE,Center Hill
3,23,3,22,21,JOSEPH E LOWERY BLVD SW,1,Wed,RAPE,Ashview Heights
3,23,3,22,19,W PEACHTREE ST NW,1,Wed,LARCENY-FROM VEHICLE,Downtown
3,23,3,23,1,16TH ST NW @IKEA,1,Thu,LARCENY-FROM VEHICLE,Home Park
3,23,3,23,4,ARBOR AVE SE,1,Thu,BURGLARY-RESIDENCE,East Lake
3,23,3,22,21,CELESTE LN SW,1,Thu,LARCENY-FROM VEHICLE,Mays
3,23,3,23,6,HOWELL MILL RD NW,1,Thu,LARCENY-NON VEHICLE,Berkeley Park
3,23,3,22,17,METROPOLITAN PKWY SW,3,Thu,LARCENY-NON VEHICLE,Perkerson
3,23,3,22,17,PEACHTREE RD NE @DARLINGTON APARTMEN,1,Thu,AUTO THEFT,
3,23,3,22,22,S GORDON ST SW,1,Thu,AUTO THEFT,Westview
3,23,3,22,17,DELOWE DR SW,1,Thu,BURGLARY-NONRES,Campbellton Road
3,23,3,23,6,14TH ST NW,1,Thu,LARCENY-NON VEHICLE,Midtown
3,23,3,23,9,EPWORTH ST SW,1,Thu,LARCENY-FROM VEHICLE,Venetian Hills
3,23,3,23,2,JESSE HILL JR DR NE,1,Thu,AUTO THEFT,Downtown
3,23,3,22,12,KIMBERLY WAY SW,1,Wed,BURGLARY-RESIDENCE,Ashley Courts
3,23,3,23,10,HOWELL MILL RD NW @PUBLIX - HOWELL,1,Thu,LARCENY-FROM VEHICLE,Wildwood (NPU-C)
3,23,3,23,10,PIEDMONT RD NE,1,Thu,AGG ASSAULT,Lindbergh/Morosgo
3,23,3,21,12,GREENBRIAR PKWY SW,1,Unk,BURGLARY-RESIDENCE,
3,23,3,22,23,WESTMONT RD SW,1,Thu,LARCENY-NON VEHICLE,Venetian Hills
3,23,3,21,20,THIRKELD AVE SW,1,Unk,LARCENY-FROM VEHICLE,The Villages at Carver
3,23,3,23,12,MURPHY AVE SW,1,Thu,LARCENY-NON VEHICLE,Adair Park
3,23,3,22,20,OLIVER ST NW,1,Thu,AUTO THEFT,English Avenue
3,23,3,23,12,IMPERIAL CIR SW,1,Thu,LARCENY-FROM VEHICLE,Southwest
3,23,3,22,15,DEFOOR VILLAGE CT NW,1,Thu,LARCENY-NON VEHICLE,Underwood Hills
3,23,3,23,12,NORTH AVE NW @THE VARSITY,2,Thu,LARCENY-FROM VEHICLE,Midtown
3,23,3,22,18,BRENTWOOD DR NE,1,Thu,BURGLARY-RESIDENCE,Garden Hills
3,23,3,23,13,TRAVIS ST NW,1,Thu,AUTO THEFT,English Avenue
3,23,3,23,9,ARLINGTON DR NW,1,Thu,BURGLARY-RESIDENCE,
3,23,2,9,12,COLLIER ST NW,1,Unk,BURGLARY-RESIDENCE,Hunter Hills
3,23,3,15,0,COLLIER RD NW,1,Unk,LARCENY-FROM VEHICLE,
3,23,3,23,10,ANDERSON AVE NW,1,Thu,LARCENY-NON VEHICLE,Dixie Hills
3,23,3,23,15,PONCE DE LEON AVE NE,1,Thu,LARCENY-FROM VEHICLE,Midtown
3,23,3,23,15,OAK ST SW @WESTEND MALL,1,Thu,LARCENY-NON VEHICLE,West End
3,23,3,22,14,HOLLY ST NW,1,Thu,LARCENY-NON VEHICLE,Grove Park
3,23,3,23,15,GODFREY DR NW,1,Thu,LARCENY-FROM VEHICLE,Collier Heights
3,23,3,23,16,BISMARK RD NE,1,Thu,LARCENY-FROM VEHICLE,Morningside/Lenox Park
3,23,3,23,17,ELIZABETH AVE SW,1,Thu,AUTO THEFT,Venetian Hills
3,23,3,23,10,17TH ST NW,1,Thu,LARCENY-FROM VEHICLE,Atlantic Station
3,23,3,23,15,METROPOLITAN PKWY SW,1,Thu,LARCENY-FROM VEHICLE,Perkerson
3,23,3,23,17,BUCKHEAD LOOP NE,1,Thu,LARCENY-NON VEHICLE,North Buckhead
3,23,3,22,8,SOUTHWOOD BLVD SW,2,Wed,BURGLARY-RESIDENCE,Ben Hill Terrace
3,23,3,23,17,CARMIA DRIVE SW,1,Thu,LARCENY-NON VEHICLE,Princeton Lakes
3,23,3,23,18,MARTIN L KING JR DR NW,1,Thu,LARCENY-NON VEHICLE,Vine City
3,23,3,23,9,MAREITTA STREET,1,Thu,LARCENY-FROM VEHICLE,Downtown
3,23,3,23,17,CARMIA DRIVE SW,1,Thu,LARCENY-NON VEHICLE,Princeton Lakes
3,23,3,23,18,10TH ST NE,1,Thu,LARCENY-FROM VEHICLE,Midtown
3,23,3,22,14,PRINCETON LAKES PARKWAY SW,1,Thu,AUTO THEFT,Princeton Lakes
3,23,3,23,19,TROY ST NW,1,Thu,AUTO THEFT,Grove Park
3,23,3,23,20,IRA ST SW,1,Thu,AUTO THEFT,Pittsburgh
3,23,3,21,19,CASCADE AVE SW,1,Unk,LARCENY-FROM VEHICLE,Chosewood Park
3,23,3,23,22,PIEDMONT CIR NE,2,Thu,LARCENY-FROM VEHICLE,Piedmont Heights
3,23,3,23,15,LEE ST SW,1,Thu,LARCENY-FROM VEHICLE,Oakland City
3,23,3,23,22,PEACHTREE RD NE,1,Thu,LARCENY-FROM VEHICLE,Buckhead Forest
3,23,3,23,23,MAPLE DR NE,1,Thu,AGG ASSAULT,Buckhead Village
3,23,3,23,9,PATTERSON AVE SE,1,Thu,BURGLARY-RESIDENCE,East Atlanta
3,23,3,23,17,ANDREW YOUNG INTERNATIONAL BLVD,1,Thu,LARCENY-FROM VEHICLE,Downtown
3,23,3,22,2,CAROLINE ST NE @TARGET - CAROLINE,1,Thu,LARCENY-NON VEHICLE,Edgewood
3,23,3,23,23,WESTRIDGE RD SW,1,Thu,ROBBERY-RESIDENCE,Venetian Hills
3,22,3,21,21,BENTEEN AVE SE,1,Wed,LARCENY-FROM VEHICLE,Benteen Park
3,22,3,22,7,CHESHIRE BRIDGE RD NE,1,Wed,LARCENY-FROM VEHICLE,Lindridge/Martin Manor
3,22,3,21,16,HUMPHRIES ST SW,1,Wed,BURGLARY-RESIDENCE,Pittsburgh
3,22,3,15,0,MELDON AVE SE,1,Unk,LARCENY-NON VEHICLE,South Atlanta
3,22,3,22,7,MCDANIEL ST SW,1,Wed,RAPE,The Villages at Castleberry H
3,22,3,21,18,DERRY AVE SW,1,Wed,BURGLARY-RESIDENCE,Westview
3,22,3,21,22,BAKER RIDGE DR NW,1,Wed,AUTO THEFT,Collier Heights
3,22,3,21,20,NEW TOWN CIRCLE SE,1,Wed,AGG ASSAULT,Thomasville Heights
3,22,3,22,8,LUCKIE ST NW,1,Wed,LARCENY-NON VEHICLE,Downtown
3,22,3,22,10,COLLIER RD NW,1,Wed,LARCENY-FROM VEHICLE,
3,22,2,22,12,PRYOR ST SW,1,Unk,BURGLARY-RESIDENCE,Mechanicsville
3,22,3,22,7,16TH ST NW,1,Wed,LARCENY-FROM VEHICLE,Midtown
3,22,3,20,14,PEACHTREE RD NE,1,Mon,LARCENY-NON VEHICLE,North Buckhead
3,22,3,21,20,18TH ST NW @TARGET - 18TH,1,Tue,LARCENY-NON VEHICLE,Atlantic Station
3,22,2,10,10,HOWELL MILL RD NW @PUBLIX - HOWELL,1,Unk,LARCENY-NON VEHICLE,Wildwood (NPU-C)
3,22,3,22,13,NELSON ST SW,1,Wed,LARCENY-FROM VEHICLE,Castleberry Hill
3,22,3,21,10,PEACHTREE RD NE @LENOX MALL,1,Tue,LARCENY-FROM VEHICLE,Lenox
3,22,3,22,13,PIEDMONT RD NE @TARGET - PIEDMONT,1,Wed,LARCENY-NON VEHICLE,Lindbergh/Morosgo
3,22,3,22,13,CARMIA DR SW,1,Wed,LARCENY-NON VEHICLE,Princeton Lakes
3,22,2,16,12,WOODMERE DR NW,1,Unk,LARCENY-NON VEHICLE,Collier Heights
3,22,3,21,17,N HIGHLAND AVE NE,1,Wed,AUTO THEFT,Inman Park
3,22,3,11,17,FLORA AVE NE,1,Sat,LARCENY-NON VEHICLE,Edgewood
3,22,3,22,9,CARDO DR NW,1,Wed,BURGLARY-RESIDENCE,Lincoln Homes
3,22,3,22,6,CRESCENT AVE NE,1,Wed,LARCENY-FROM VEHICLE,Midtown
3,22,3,22,15,CHICAMAUGA PL SW,1,Wed,LARCENY-NON VEHICLE,Mozley Park
3,22,3,22,15,HEADLAND DR SW,1,Wed,LARCENY-FROM VEHICLE,Greenbriar
3,22,3,22,13,WASHINGTON ST SW @CENTRAL PRESBYTERIA,1,Wed,LARCENY-NON VEHICLE,Downtown
3,22,3,22,15,SANDSTREAM CT SW,2,Wed,BURGLARY-RESIDENCE,Sandlewood Estates
3,22,3,21,22,BERNARD ST NW,1,Wed,BURGLARY-RESIDENCE,Hunter Hills
3,22,3,22,15,DONALD LEE HOLLOWELL PKWY NW,1,Wed,LARCENY-FROM VEHICLE,
3,22,3,22,4,ARD PLACE PL,1,Wed,AGG ASSAULT,Adamsville
3,22,3,22,15,CAROLINE ST NE,1,Wed,LARCENY-NON VEHICLE,Edgewood
3,22,3,17,15,CAMPBELLTON RD SW,1,Unk,RAPE,Kings Forest
3,22,3,22,14,PRYOR ST SW,1,Wed,LARCENY-NON VEHICLE,Downtown
3,22,3,22,15,AVONDALE AVE SE,1,Wed,LARCENY-FROM VEHICLE,Boulevard Heights
3,22,3,22,15,PEACHTREE RD NE @LENOX MALL,1,Wed,LARCENY-NON VEHICLE,Lenox
3,22,3,22,8,CHARLES PL NW,1,Wed,BURGLARY-RESIDENCE,Grove Park
3,22,3,22,16,EUCLID AVE NE,1,Wed,LARCENY-FROM VEHICLE,Inman Park
3,22,3,22,17,ROSWELL RD NE,4,Wed,LARCENY-FROM VEHICLE,North Buckhead
3,22,3,22,18,KIMBERLY WAY SW,1,Wed,AUTO THEFT,Ashley Courts
3,22,3,22,17,PHARR RD NE,1,Wed,LARCENY-FROM VEHICLE,Buckhead Village
3,22,3,22,7,LORENZO DR SW,1,Wed,BURGLARY-RESIDENCE,Venetian Hills
3,22,3,17,12,EDGEWOOD AVE,0,Fri,LARCENY-NON VEHICLE,Sweet Auburn
3,22,3,22,19,WEST AVE SW,1,Wed,LARCENY-NON VEHICLE,Pittsburgh
3,22,3,22,20,NOBLE CREEK DR NW,1,Thu,AGG ASSAULT,Cross Creek
3,22,3,22,20,JACKSON ST,1,Wed,BURGLARY-RESIDENCE,Sweet Auburn
3,22,3,22,20,PIEDMONT RD NE,1,Wed,LARCENY-NON VEHICLE,Lindbergh/Morosgo
3,22,3,22,21,GLENWOOD AVE SE,1,Wed,ROBBERY-PEDESTRIAN,East Lake
3,22,3,21,9,FLORIDA AVE SE,4,Tue,BURGLARY-RESIDENCE,Ormewood Park
3,22,3,21,10,PINE TREE RD NE,1,Tue,RAPE,Pine Hills
3,22,3,20,19,PONCE DE LEON AVE NE,1,Mon,LARCENY-NON VEHICLE,Poncey-Highland
3,22,3,21,23,MLK JR DR SW,6,Tue,LARCENY-FROM VEHICLE,Adamsville
3,22,3,21,18,MARTIN L KING JR DR SW,1,Tue,LARCENY-FROM VEHICLE,Adamsville
3,22,3,22,1,ALLENE AVE SW,1,Wed,ROBBERY-PEDESTRIAN,Adair Park
3,22,3,20,21,PEACHTREE RD NE,1,Tue,LARCENY-FROM VEHICLE,Garden Hills
3,22,3,22,5,BISHOP ST,1,Wed,BURGLARY-NONRES,Loring Heights
3,22,3,21,19,CASANOVA ST SE,1,Wed,LARCENY-FROM VEHICLE,Benteen Park
3,22,3,21,23,HANK AARON DR SE,1,Wed,LARCENY-NON VEHICLE,Peoplestown
3,22,3,21,20,GREENBRIAR PKWY SW,1,Wed,LARCENY-NON VEHICLE,
3,22,3,21,23,PONCE DE LEON AVE NE,1,Wed,LARCENY-FROM VEHICLE,Druid Hills
3,22,3,16,23,S GRAND AVE NW,1,Unk,BURGLARY-RESIDENCE,Center Hill
3,21,3,21,19,WESTHAVEN DR,1,Tue,LARCENY-FROM VEHICLE,Cascade Avenue/Road
3,21,3,21,21,ARDEN AVE SW,1,Tue,ROBBERY-PEDESTRIAN,Sylvan Hills
3,21,3,21,23,FORSYTH ST SW,1,Tue,LARCENY-NON VEHICLE,Downtown
3,21,3,21,23,N CAMP CREEK PKWY SW,1,Tue,ROBBERY-RESIDENCE,
3,21,3,20,12,SPINE RD,1,Mon,LARCENY-NON VEHICLE,
3,21,3,20,17,GRANT ST SE,1,Mon,BURGLARY-RESIDENCE,Chosewood Park
3,21,3,21,2,NORTHSIDE DR NW,1,Tue,AGG ASSAULT,Loring Heights
3,21,3,21,2,CAMPBELLTON RD SW,1,Tue,BURGLARY-NONRES,Southwest
3,21,3,20,9,MCDONOUGH BLVD SE,1,Mon,LARCENY-FROM VEHICLE,Chosewood Park
3,21,3,17,17,CASCADE AVE SW,1,Unk,LARCENY-NON VEHICLE,West End
3,21,3,21,10,I-EB EXPY SE / MORELAND AVE SE,1,Tue,AUTO THEFT,Ormewood Park
3,21,3,20,14,8TH ST NW,1,Mon,LARCENY-NON VEHICLE,Midtown
3,21,3,20,4,PEACHTREE RD NE,1,Mon,AUTO THEFT,Garden Hills
3,21,3,20,18,VIRGINIA CIR NE,1,Tue,LARCENY-FROM VEHICLE,Virginia Highland
3,21,3,20,16,PEACHTREE RD NE,1,Mon,AUTO THEFT,Garden Hills
3,21,3,21,12,MARTIN L KING JR DR SW;,1,Tue,AGG ASSAULT,Harland Terrace
3,21,2,23,6,Fairburn RD.,1,Thu,LARCENY-NON VEHICLE,Fairburn Mays
3,21,3,21,14,PONCE DE LEON AVE NE,1,Tue,LARCENY-NON VEHICLE,Midtown
3,21,3,20,19,17TH ST NW,1,Tue,LARCENY-FROM VEHICLE,Atlantic Station
3,21,3,21,13,HEMPHILL AVE NW,1,Tue,LARCENY-FROM VEHICLE,Home Park
3,21,3,21,14,METROPOLITAN PKWY SW,1,Tue,LARCENY-NON VEHICLE,Perkerson
3,21,3,18,13,E LAKE BLVD SE,1,Sat,LARCENY-NON VEHICLE,The Villages at East Lake
